Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789003583,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1789003584,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1789003585,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1789003586,10,,Aggregated,0.000000,0.000000,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,10,0,110,1065.2610199991614,12.680699990596622,2090.6312000006437,977.0
1789003587,10,,Aggregated,0.000000,0.000000,110,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,21,0,110,1004.5732809521724,9.328899992397055,2090.6312000006437,967.5714285714286
1789003588,10,,Aggregated,3.333333,0.000000,90,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,25,0,90,847.3121679993346,5.387499986682087,2090.6312000006437,931.76
1789003589,10,,Aggregated,5.000000,0.000000,62,110,2100,2100,2100,2100,2100,2100,2100,2100,2100,31,0,62,689.9121354846659,5.387499986682087,2090.6312000006437,893.0
1789003590,10,,Aggregated,4.600000,0.000000,51,94,2000,2100,2100,2100,2100,2100,2100,2100,2100,37,0,51,584.322229730173,5.387499986682087,2090.6312000006437,866.972972972973
1789003591,10,,Aggregated,4.500000,0.000000,16,91,110,2100,2100,2100,2100,2100,2100,2100,2100,41,0,16,528.1636585373568,5.387499986682087,2090.6312000006437,858.1951219512196
1789003592,10,,Aggregated,4.714286,0.000000,14,90,110,2000,2100,2100,2100,2100,2100,2100,2100,46,0,13,493.7559195658769,5.387499986682087,2090.6312000006437,846.3913043478261
1789003593,10,,Aggregated,4.750000,0.000000,13,84,110,1000,2100,2100,2100,2100,2100,2100,2100,51,0,13,448.69980588270005,5.387499986682087,2090.6312000006437,834.2941176470588
1789003594,10,,Aggregated,4.555556,0.000000,12,62,94,110,2100,2100,2100,2100,2100,2100,2100,59,0,12,391.33900677996405,4.3812000076286495,2090.6312000006437,821.9491525423729
1789003595,10,,Aggregated,4.700000,0.000000,12,59,91,110,2100,2100,2100,2100,2100,2100,2100,62,0,11,372.8119370967878,4.3812000076286495,2090.6312000006437,819.7741935483871
1789003596,10,,Aggregated,5.200000,0.000000,12,62,90,100,2100,2100,2100,2100,2100,2100,2100,67,0,12,348.4913850743532,4.3812000076286495,2090.6312000006437,810.4029850746268
1789003597,10,,Aggregated,5.900000,0.000000,11,59,89,94,2100,2100,2100,2100,2100,2100,2100,71,0,11,329.28794929569153,4.3812000076286495,2090.6312000006437,819.4225352112676
1789003598,10,,Aggregated,5.300000,0.000000,11,56,84,91,2100,2100,2100,2100,2100,2100,2100,79,0,11,297.8236987347614,4.3812000076286495,2090.6312000006437,825.3544303797469
1789003599,10,,Aggregated,4.900000,0.000000,11,51,74,90,2100,2100,2100,2100,2100,2100,2100,82,0,11,287.4358573175325,4.3812000076286495,2090.6312000006437,829.8780487804878
1789003600,10,,Aggregated,5.000000,0.000000,11,17,71,89,2100,2100,2100,2100,2100,2100,2100,86,0,11,274.4776732572571,4.3812000076286495,2090.6312000006437,836.4186046511628
1789003601,10,,Aggregated,5.200000,0.000000,11,18,74,85,2000,2100,2100,2100,2100,2100,2100,92,0,11,259.3522250013927,4.3812000076286495,2090.6312000006437,832.75
1789003602,10,,Aggregated,5.100000,0.000000,11,17,71,84,2000,2100,2100,2100,2100,2100,2100,97,0,11,246.44751237230088,4.3812000076286495,2090.6312000006437,837.8556701030927
1789003603,10,,Aggregated,4.900000,0.000000,11,16,71,84,1000,2100,2100,2100,2100,2100,2100,103,0,11,233.6526504868655,4.3812000076286495,2090.6312000006437,839.9708737864078
1789003604,10,,Aggregated,5.200000,0.000000,11,15,71,82,1000,2100,2100,2100,2100,2100,2100,109,0,11,221.80412660717084,4.3812000076286495,2090.6312000006437,841.5321100917431
1789003605,10,,Aggregated,5.100000,0.000000,11,15,71,77,110,2100,2100,2100,2100,2100,2100,111,0,11,217.9898144160754,4.3812000076286495,2090.6312000006437,842.6936936936937
1789003606,10,,Aggregated,5.300000,0.000000,11,15,71,82,110,2100,2100,2100,2100,2100,2100,119,0,11,205.7869184890394,4.3812000076286495,2090.6312000006437,844.9663865546219
1789003607,10,,Aggregated,5.100000,0.000000,11,15,62,77,110,2100,2100,2100,2100,2100,2100,123,0,11,199.38039837586808,4.3812000076286495,2090.6312000006437,851.1463414634146
1789003608,10,,Aggregated,4.900000,0.000000,11,15,62,74,110,2100,2100,2100,2100,2100,2100,126,0,10,195.32480873172133,4.3812000076286495,2090.6312000006437,849.6428571428571
1789003609,10,,Aggregated,5.000000,0.000000,11,15,62,74,100,2100,2100,2100,2100,2100,2100,132,0,10,187.34896439568593,4.3812000076286495,2090.6312000006437,853.1515151515151
1789003610,10,,Aggregated,5.100000,0.000000,11,15,60,71,100,2100,2100,2100,2100,2100,2100,137,0,11,181.25698978275088,4.3812000076286495,2090.6312000006437,854.3795620437957
1789003611,10,,Aggregated,4.800000,0.000000,10,14,60,71,99,2100,2100,2100,2100,2100,2100,142,0,10,175.55682957918435,4.3812000076286495,2090.6312000006437,856.1408450704225
1789003612,10,,Aggregated,4.900000,0.000000,10,14,60,71,100,2100,2100,2100,2100,2100,2100,145,0,10,173.18093724295915,4.3812000076286495,2090.6312000006437,855.3655172413793
1789003613,10,,Aggregated,5.100000,0.000000,10,14,60,71,99,2100,2100,2100,2100,2100,2100,151,0,10,167.24508609437686,4.3812000076286495,2090.6312000006437,859.8079470198676
1789003614,10,,Aggregated,5.000000,0.000000,10,14,60,71,99,2100,2100,2100,2100,2100,2100,158,0,10,161.00190633051747,4.3812000076286495,2090.6312000006437,859.2025316455696
1789003615,10,,Aggregated,4.800000,0.000000,10,14,60,71,94,2100,2100,2100,2100,2100,2100,162,0,10,157.69569753212164,4.3812000076286495,2090.6312000006437,861.0493827160494
1789003616,10,,Aggregated,4.700000,0.000000,10,14,59,71,94,2100,2100,2100,2100,2100,2100,167,0,10,153.50991616919245,4.3812000076286495,2090.6312000006437,862.2934131736527
1789003617,10,,Aggregated,4.800000,0.000000,10,14,59,71,94,2100,2100,2100,2100,2100,2100,170,0,10,150.95603941333727,4.3812000076286495,2090.6312000006437,862.3058823529411
1789003618,10,,Aggregated,5.000000,0.000000,10,14,60,71,91,2100,2100,2100,2100,2100,2100,176,0,10,147.2135142060076,4.336000012699515,2090.6312000006437,862.3295454545455
1789003619,10,,Aggregated,4.800000,0.000000,10,14,60,71,91,2100,2100,2100,2100,2100,2100,180,0,10,144.84567111244866,4.336000012699515,2090.6312000006437,861.7444444444444
1789003620,10,,Aggregated,4.600000,0.000000,10,14,60,71,90,2000,2100,2100,2100,2100,2100,187,0,10,140.42538770176918,4.336000012699515,2090.6312000006437,863.9144385026738
1789003621,10,,Aggregated,4.900000,0.000000,10,14,59,71,90,2000,2100,2100,2100,2100,2100,191,0,10,137.67807696475427,4.336000012699515,2090.6312000006437,866.1465968586388
1789003622,10,,Aggregated,4.700000,0.000000,10,14,60,71,91,2000,2100,2100,2100,2100,2100,198,0,10,141.50446818287796,4.336000012699515,2090.6312000006437,866.0151515151515
1789003623,10,,Aggregated,4.900000,0.000000,10,14,60,71,91,1200,2100,2100,2100,2100,2100,201,0,10,139.95968607058563,4.336000012699515,2090.6312000006437,866.5373134328358
1789003624,10,,Aggregated,4.800000,0.000000,10,14,60,71,91,1200,2100,2100,2100,2100,2100,208,0,10,136.10603269332316,4.336000012699515,2090.6312000006437,868.3942307692307
1789003625,10,,Aggregated,5.200000,0.000000,10,14,61,71,91,1200,2100,2100,2100,2100,2100,211,0,10,135.03449478766538,4.336000012699515,2090.6312000006437,866.9905213270142
1789003627,10,,Aggregated,4.900000,0.000000,10,14,60,71,91,1200,2100,2100,2100,2100,2100,219,0,10,130.6731579919637,4.336000012699515,2090.6312000006437,868.5159817351598
1789003628,10,,Aggregated,5.000000,0.000000,10,14,61,70,90,1000,2100,2100,2100,2100,2100,221,0,10,130.10251357568305,4.336000012699515,2090.6312000006437,867.5656108597285
1789003629,10,,Aggregated,4.900000,0.000000,11,14,61,71,94,1000,2100,2100,2100,2100,2100,227,0,11,127.96472467067713,4.336000012699515,2090.6312000006437,868.1321585903083
1789003630,10,,Aggregated,5.200000,0.000000,10,14,61,70,91,1000,2100,2100,2100,2100,2100,234,0,10,124.60681239382312,4.336000012699515,2090.6312000006437,868.8547008547008
1789003631,10,,Aggregated,5.100000,0.000000,10,14,61,70,91,1000,2100,2100,2100,2100,2100,237,0,10,123.65288607666136,4.336000012699515,2090.6312000006437,868.6455696202531
1789003632,10,,Aggregated,5.100000,0.000000,10,14,61,70,90,450,2100,2100,2100,2100,2100,244,0,10,120.69355409898219,4.336000012699515,2090.6312000006437,869.6598360655738
1789003633,10,,Aggregated,5.400000,0.000000,10,14,61,70,90,450,2100,2100,2100,2100,2100,247,0,10,119.62284251087466,4.336000012699515,2090.6312000006437,870.7530364372469
1789003634,10,,Aggregated,5.000000,0.000000,10,14,61,70,90,450,2100,2100,2100,2100,2100,253,0,10,117.56642885437593,4.336000012699515,2090.6312000006437,872.5138339920949
1789003635,10,,Aggregated,5.300000,0.000000,11,14,61,70,90,450,2100,2100,2100,2100,2100,259,0,11,115.53233513576212,4.336000012699515,2090.6312000006437,874.7490347490348
1789003636,10,,Aggregated,4.900000,0.000000,11,14,61,71,90,170,2100,2100,2100,2100,2100,264,0,11,114.06751742492126,4.336000012699515,2090.6312000006437,875.4166666666666
1789003637,10,,Aggregated,5.200000,0.000000,11,14,61,71,90,170,2100,2100,2100,2100,2100,269,0,11,112.71714461029535,4.336000012699515,2090.6312000006437,875.3977695167287
1789003638,10,,Aggregated,5.100000,0.000000,11,15,61,71,90,170,2100,2100,2100,2100,2100,273,0,11,111.82477399314526,4.336000012699515,2090.6312000006437,875.8534798534798
1789003639,10,,Aggregated,5.300000,0.000000,11,14,61,71,90,170,2100,2100,2100,2100,2100,279,0,11,109.65676129087105,4.336000012699515,2090.6312000006437,878.3512544802867
1789003640,10,,Aggregated,5.000000,0.000000,11,14,61,70,90,140,2100,2100,2100,2100,2100,284,0,11,107.90246373294971,4.336000012699515,2090.6312000006437,879.2922535211268
1789003641,10,,Aggregated,5.200000,0.000000,11,14,61,70,90,140,2100,2100,2100,2100,2100,287,0,11,107.07258501796714,4.336000012699515,2090.6312000006437,880.4006968641115
1789003642,10,,Aggregated,5.200000,0.000000,11,14,60,70,89,140,2100,2100,2100,2100,2100,292,0,11,105.42146780889733,4.336000012699515,2090.6312000006437,882.1643835616438
1789003643,10,,Aggregated,5.000000,0.000000,11,14,59,70,89,140,2100,2100,2100,2100,2100,299,0,11,103.49768227506289,4.336000012699515,2090.6312000006437,883.9464882943143
1789003644,10,,Aggregated,4.800000,0.000000,11,14,59,69,89,120,2100,2100,2100,2100,2100,302,0,11,102.56276324577166,4.336000012699515,2090.6312000006437,885.4470198675497
1789003645,10,,Aggregated,5.100000,0.000000,11,14,59,70,89,120,2100,2100,2100,2100,2100,309,0,11,100.94612200735408,4.336000012699515,2090.6312000006437,886.1715210355987
1789003646,10,,Aggregated,5.100000,0.000000,11,14,59,69,89,120,2100,2100,2100,2100,2100,311,0,11,100.38155048325362,4.336000012699515,2090.6312000006437,886.299035369775
1789003647,10,,Aggregated,4.800000,0.000000,11,14,60,70,90,160,2100,2100,2100,2100,2100,318,0,11,102.04572704503146,4.336000012699515,2090.6312000006437,886.9276729559748
1789003648,10,,Aggregated,4.900000,0.000000,11,15,61,70,90,140,2100,2100,2100,2100,2100,323,0,11,101.28050433538837,4.336000012699515,2090.6312000006437,886.3684210526316
1789003649,10,,Aggregated,4.700000,0.000000,11,14,61,70,90,140,2100,2100,2100,2100,2100,328,0,11,100.05033841564621,4.336000012699515,2090.6312000006437,888.1646341463414
1789003650,10,,Aggregated,5.000000,0.000000,11,14,59,69,89,140,2100,2100,2100,2100,2100,334,0,11,98.42563832431759,4.336000012699515,2090.6312000006437,889.2574850299401
1789003651,10,,Aggregated,4.900000,0.000000,11,14,59,69,90,140,2100,2100,2100,2100,2100,338,0,11,97.61759230867717,4.336000012699515,2090.6312000006437,889.7781065088758
1789003652,10,,Aggregated,4.900000,0.000000,11,14,61,70,90,120,2100,2100,2100,2100,2100,344,0,11,96.6938409894579,4.336000012699515,2090.6312000006437,890.0319767441861
